entity,isInUMLS,weight
benign ipmns,0,19.4091
bet family,0,19.4091
beta-cell proliferation,0,19.4091
beta3-ar gene,0,19.4091
bias analysis,0,19.4091
biliary drainage,1,19.4091
biobehavioral risk,0,19.4091
biological aging,1,19.4091
biological conditions,0,19.4091
biomechanical aspects,0,19.4091
biopsy scheme,0,19.4091
biopsy surgical,0,19.4091
biotech companies,0,19.4091
bitc treatment,0,19.4091
black cumin,1,19.4091
bladder cancer-specific,0,19.4091
bladder conditions,0,19.4091
bladder volumes,0,19.4091
blood cancer,1,19.4091
blood cancers,1,19.4091
blood-testis barrier,1,19.4091
bmc obesity,0,19.4091
bmi definition,0,19.4091
bmi grs,0,19.4091
bmi ⩾,0,19.4091
bmt survivors,0,19.4091
bn-related peptides,0,19.4091
body carcinoma,0,19.4091
body characteristics,0,19.4091
body clearance,0,19.4091
body tail,0,19.4091
body-contouring surgery,0,19.4091
body-fat percentage,0,19.4091
bovine liver,0,19.4091
bowel patients,0,19.4091
bp exposure,0,19.4091
braf wild,0,19.4091
brain stroke,0,19.4091
breakfast score,0,19.4091
breast neoplastic,0,19.4091
breast reductions,1,19.4091
breast-cancer survivors,0,19.4091
btg1 overexpression,0,19.4091
bulb mobilization,0,19.4091
bypass graft,1,19.4091
bzd-related drugs,0,19.4091
c peptide,1,19.4091
c-d grade,0,19.4091
c-p negative,0,19.4091
c3 a5,0,19.4091
ca supplementation,0,19.4091
ca-125 concentration,0,19.4091
cafeteria diet,0,19.4091
calcium diets,0,19.4091
california behavioral,0,19.4091
camellia fruit,0,19.4091
campania region,0,19.4091
cancer chronic,0,19.4091
cancer literacy,0,19.4091
cancer metastatic,1,19.4091
cancer migration,0,19.4091
cancer screenee,0,19.4091
cancer-related biological,0,19.4091
cancer-specific beliefs,0,19.4091
cap detection,0,19.4091
cap diagnosis,0,19.4091
carbohydrate group,0,19.4091
carcinoma planoepitheliale,0,19.4091
carcinoma-specific subhazards,0,19.4091
card reminder,0,19.4091
cardiac origin,0,19.4091
cardioembolic stroke,1,19.4091
cardiometabolic dysfunction,0,19.4091
cardiovascular profile,0,19.4091
care checklist,0,19.4091
case definition,0,19.4091
casein group,0,19.4091
cat tumors,0,19.4091
catechin supplementation,0,19.4091
categories severities,0,19.4091
causal agent,0,19.4091
cc+cg genotype,0,19.4091
cck2r antagonists,0,19.4091
ccrcc tumor,0,19.4091
cd exposure,0,19.4091
cd133+ cells,0,19.4091
cd34b lcs,0,19.4091
cdc iii,0,19.4091
cdc42 activation,0,19.4091
cdk4 ivs4-nt40g,0,19.4091
ce 3-3,0,19.4091
cea ca19-9,0,19.4091
cea level,0,19.4091
celal bayar,0,19.4091
celiac patients,0,19.4091
cell divisions,1,19.4091
cell hierarchy,0,19.4091
cell ovarian,0,19.4091
cell strain,1,19.4091
cell-free dna,0,19.4091
cellular assay,1,19.4091
cent ci,0,19.4091
cereal intake,1,19.4091
cghfbc reanalysis,0,19.4091
chair rise,0,19.4091
checklist form,0,19.4091
chemerin chemr23,0,19.4091
chemical genetics,1,19.4091
chemr23 axis,0,19.4091
chi application,0,19.4091
chicken embryonic,0,19.4091
chinese breast,0,19.4091
chiral diazepine,0,19.4091
chlorella sorokiniana,1,19.4091
chnpp aew,0,19.4091
cholecystitis obstruction,0,19.4091
choledochal cyst,1,19.4091
cholestatic liver,0,19.4091
chondrosarcoma cells,0,19.4091
chromosome dosage,0,19.4091
chronic lbp,0,19.4091
chronic lpb,0,19.4091
chylomicron formation,0,19.4091
chylous fistulas,0,19.4091
cide-n domain,0,19.4091
citrus compounds,0,19.4091
climacteric metrorrhagia,0,19.4091
clinic regimen,0,19.4091
clinic system,0,19.4091
clinical elements,0,19.4091
clinician-detected breast,0,19.4091
clock mutant,0,19.4091
clock-deficient mice,0,19.4091
cm subgroup,0,19.4091
cmr factors,0,19.4091
co-cultured melanoma,0,19.4091
coast guard,1,19.4091
cocoa tea,0,19.4091
cognitive deficits,1,19.4091
colombian breast,0,19.4091
colonic stem,0,19.4091
colonic tnf-α,0,19.4091
colorectal inflammation,0,19.4091
combined end,0,19.4091
combined evaluation,0,19.4091
combined inflammation,0,19.4091
combined operations,0,19.4091
combined surgery,0,19.4091
community home,0,19.4091
community noise,0,19.4091
community nursing,0,19.4091
comorbidity network,0,19.4091
complete edentulism,1,19.4091
complications criteria,0,19.4091
component conditions,0,19.4091
component separation,0,19.4091
comprehensive icf,0,19.4091
comprehensive indicator,0,19.4091
compression forces,0,19.4091
concentrated disadvantage,1,19.4091
concomitant hernias,0,19.4091
concurrent management,0,19.4091
conduit urinary,0,19.4091
congestive hf,0,19.4091
conservation therapy,0,19.4091
conservative breast,0,19.4091
constitutive activity,0,19.4091
consuming fruits,0,19.4091
contemporary body,0,19.4091
continence recovery,0,19.4091
contract level,0,19.4091
control-fed mice,0,19.4091
corpus luteum,1,19.4091
cos mixtures,0,19.4091
couple-focused intervention,0,19.4091
cox-2 selective,0,19.4091
cpm group,0,19.4091
cpt-1 activity,0,19.4091
cpten grp78,0,19.4091
cr cancer,0,19.4091
craniofacial defects,0,19.4091
crc-specific survival,0,19.4091
cross-county mortality,0,19.4091
crs hipec,0,19.4091
cryptochrome 1,1,19.4091
ct mri,0,19.4091
ct1a renal,0,19.4091
ct2 t3,0,19.4091
ctbp1 expression,0,19.4091
current asthma,0,19.4091
current techniques,0,19.4091
curve group,0,19.4091
cutaneous amyloidosis,1,19.4091
cvd conditions,0,19.4091
cxcl12 cxcr4,0,19.4091
cxcl12-cxcr4 cxcr7,0,19.4091
cxcr4 axis,0,19.4091
cyp1b1 inhibitors,0,19.4091
cysteinylglycine levels,0,19.4091
cytochalasin d,1,19.4091
cytoskeletal tension,0,19.4091
d&c results,0,19.4091
d- -glucose,0,19.4091
d2 lymph-node,0,19.4091
d3 supplementation,0,19.4091
daily activity,1,19.4091
dairy bioactive,0,19.4091
dairy food,1,19.4091
daunorubicin clearance,0,19.4091
dch cohort,0,19.4091
ddr biomarkers,0,19.4091
ddr pathways,0,19.4091
death risks,0,19.4091
definition criteria,0,19.4091
del1518 polymorphism,0,19.4091
delta region,0,19.4091
demographic subgroups,0,19.4091
development rates,0,19.4091
dhea diet,0,19.4091
diagnosis counts,0,19.4091
diazepine analogs,0,19.4091
dicoumarol ligand,0,19.4091
diet condition,0,19.4091
diet intakes,0,19.4091
diet-induced steatohepatitis,0,19.4091
dietary choline,0,19.4091
dietary genistein,0,19.4091
dietary stress,0,19.4091
dietary targets,0,19.4091
dietetics research,0,19.4091
differential variability,0,19.4091
diffuse nhl,0,19.4091
digestive organ,1,19.4091
digit ratio,0,19.4091
diketoacid compounds,0,19.4091
diploid tumors,0,19.4091
disability score,0,19.4091
disabled women,0,19.4091
discovery stage,0,19.4091
disease cachexia,0,19.4091
disease clusters,0,19.4091
disease portals,0,19.4091
disease-free survivals,1,19.4091
disease-gene associations,0,19.4091
disease-specific hr,0,19.4091
dkk3 deficiency,0,19.4091
dlco av,0,19.4091
dm non-dm,0,19.4091
dmba-induced mgt,0,19.4091
dna repair-related,0,19.4091
doctor ratios,0,19.4091
dog ear,0,19.4091
doppler sonography,0,19.4091
dorsi myocutaneous,0,19.4091
dose radiation,0,19.4091
dosimetric comparison,0,19.4091
dr dio,0,19.4091
driver mutations,0,19.4091
dvt patients,0,19.4091
dvt recurrence,0,19.4091
dvt treatment,0,19.4091
dye probe,0,19.4091
dyrk family,0,19.4091
eac cells,0,19.4091
ear deformity,1,19.4091
earlier adulthood,0,19.4091
earlier sast,0,19.4091
early catheter,0,19.4091
early lesion,0,19.4091
early return,0,19.4091
early-life energy,0,19.4091
early-onset myopathies,0,19.4091
ec oncogenesis,0,19.4091
ecg database,0,19.4091
ed patients,0,19.4091
ede-q scores,0,19.4091
educational inequalities,0,19.4091
effect-measure modification,0,19.4091
ege cells,0,19.4091
egf treatment,0,19.4091
egg formation,0,19.4091
egyptian females,0,19.4091
eh genes,0,19.4091
elder age,0,19.4091
elementary students,1,19.4091
elevated ua,0,19.4091
elixhauser comorbidities,0,19.4091
endocrine late-effects,0,19.4091
endocrine networks,0,19.4091
endocrinological abnormalities,0,19.4091
endogenous adn,0,19.4091
endoscopic approaches,0,19.4091
endosperm starch,0,19.4091
energy accumulation,0,19.4091
enhanced group,0,19.4091
enteric dysbiosis,0,19.4091
enteric pathogens,0,19.4091
enterolactone concentrations,0,19.4091
environmental barriers,0,19.4091
environmental change,0,19.4091
environmental epigenetics,0,19.4091
environmental injustice,0,19.4091
enzymatic regulators,0,19.4091
ep4 camp,0,19.4091
epidemic inflammation,0,19.4091
epigastric hernia,1,19.4091
epigenetic age,0,19.4091
epigenetic therapies,0,19.4091
er patients,0,19.4091
er splice,0,19.4091
er-breast cancer,0,19.4091
er-poor breast,0,19.4091
er-pr breast,0,19.4091
eribulin administration,0,19.4091
erk-akt cascade,0,19.4091
erko wnt,0,19.4091
erythrocyte free,0,19.4091
erythrocyte membranes,1,19.4091
esd training,0,19.4091
esophagus controls,0,19.4091
esr1 ko,0,19.4091
estrogen-induced carcinogenesis,0,19.4091
ets-related gene,1,19.4091
evolutionary medicine,0,19.4091
excess arm,0,19.4091
exercise adaptations,0,19.4091
exercise amount,0,19.4091
exotic fruits,0,19.4091
expectancy decline,0,19.4091
exposure-response relationship,0,19.4091
extended time,0,19.4091
external audits,0,19.4091
extra vte,0,19.4091
extra-abdominal relapses,0,19.4091
extra-hepatic cancers,0,19.4091
extrahepatic metastasis,0,19.4091
f-fdg pet,0,19.4091
f2 g20210a,0,19.4091
familial bc,0,19.4091
family controls,0,19.4091
family homes,0,19.4091
family kinases,0,19.4091
fat sequestration,0,19.4091
fecal calprotectin,1,19.4091
felis-infected mice,0,19.4091
fellow involvement,0,19.4091
fellowship graduates,0,19.4091
fellowship training,0,19.4091
female physicians,0,19.4091
femme trial,0,19.4091
femoral head,1,19.4091
fertility-sparing management,0,19.4091
fertilization rates,0,19.4091
ffa cycling,0,19.4091
ffm measurement,0,19.4091
fibre hypothesis,0,19.4091
fibrin sealant,1,19.4091
first-line metastatic,0,19.4091
fit4life recipients,0,19.4091
five-drug chemotherapy,0,19.4091
flap transfer,0,19.4091
flaxseed supplementation,0,19.4091
floor dysfunction,0,19.4091
fluid level,0,19.4091
fm content,0,19.4091
folfox7 regimen,0,19.4091
food imports,0,19.4091
food label,1,19.4091
forearm free,0,19.4091
fork-head transcription,0,19.4091
formula intake,0,19.4091
forskolin pma,0,19.4091
foxo isoforms,0,19.4091
foxo3-foxm1 axis,0,19.4091
fpc cases,0,19.4091
fpsa levels,0,19.4091
free-radical production,0,19.4091
french comprehensive,0,19.4091
frequency distribution,1,19.4091
frontal lobe,1,19.4091
fruit hull,0,19.4091
ft levels,0,19.4091
ft3 ft4,0,19.4091
ft4 ratio,0,19.4091
future prostate,0,19.4091
fvl g1691a,0,19.4091
g-g haplotype,0,19.4091
g3 carcinoma,0,19.4091
gas sensor,0,19.4091
gas6 protein,0,19.4091
gastrectomy gastric,0,19.4091
gastric esd,0,19.4091
gastric neoplasia,0,19.4091
gastric noncardia,0,19.4091
gastro-esophageal-junction cancer,0,19.4091
gastrointestinal electromyogram,0,19.4091
gastrostomy jejunostomy,0,19.4091
gc genotype,0,19.4091
gcc patients,0,19.4091
ge tumors,0,19.4091
gender bias,1,19.4091
genetic modifications,0,19.4091
genome testing,0,19.4091
geographic divisions,0,19.4091
geographical maldistribution,0,19.4091
german-speaking part,0,19.4091
germline variation,0,19.4091
gh replacement,0,19.4091
ghrelin gene,0,19.4091
gi gl,0,19.4091
ginsenoside f2,1,19.4091
gipr genotype,0,19.4091
glandular homeostasis,0,19.4091
global symptoms,0,19.4091
glp-1-based therapies,0,19.4091
glutamine-free medium,0,19.4091
gnb3 c825t,0,19.4091
gord symptoms,0,19.4091
gracilis muscles,0,19.4091
grade level,1,19.4091
grade urothelial,0,19.4091
graft surgery,0,19.4091
grain breakfast,0,19.4091
grams alcohol,0,19.4091
group m,1,19.4091
grow population,0,19.4091
gsk3b mef,0,19.4091
gst pi,0,19.4091
guanylin peptides,0,19.4091
guideline preference,0,19.4091
gut colonization,0,19.4091
gut dysbiosis,0,19.4091
gynecologic follow-up,0,19.4091
gynecological society,0,19.4091
h4 lysine,0,19.4091
hadv-36 infection,0,19.4091
han men,0,19.4091
handgrip strength,0,19.4091
hausa language,1,19.4091
hb a1c,1,19.4091
hc solvents,0,19.4091
hca ii,0,19.4091
hcc1143 cells,0,19.4091
hcc1806 cells,0,19.4091
hct116 colon,0,19.4091
hdl lacking,0,19.4091
health information-seeking,0,19.4091
health publications,0,19.4091
health regions,0,19.4091
healthcare informatics,0,19.4091
healthy adolescents,0,19.4091
healthy cities,0,19.4091
healthy kids,0,19.4091
heavy work,0,19.4091
heavy-stable increase,0,19.4091
hec-1a cells,0,19.4091
hee cells,0,19.4091
height -2sds,0,19.4091
hematologic cancers,0,19.4091
hemodilution theory,0,19.4091
hepatic hemangioma,1,19.4091
hepatic mri,0,19.4091
hepatocyte-specific deletion,0,19.4091
her2 overexpressors,0,19.4091
hf risk,0,19.4091
hf+met group,0,19.4091
hfd+havge group,0,19.4091
hfd-thrbpv pvpten+,0,19.4091
hgd ea,0,19.4091
hi-myc mice,0,19.4091
hif1a overexpression,0,19.4091
hif1alpha expression,0,19.4091
high acf,0,19.4091
high amylose,0,19.4091
high hmga2,0,19.4091
high quetelet,0,19.4091
high tumors,0,19.4091
high vf,0,19.4091
high-fat-diet-exposed offspring,0,19.4091
high-fibre diet,0,19.4091
high-frequency jet,0,19.4091
high-risk hpv,0,19.4091
high-throughput methods,0,19.4091
high-volume disease,0,19.4091
higher bat,0,19.4091
higher ft3,0,19.4091
higher metastasis,0,19.4091
higher volume,0,19.4091
higher zonulin,0,19.4091
highest quantiles,0,19.4091
hispanic community,0,19.4091
histologic condition,0,19.4091
histone h4,1,19.4091
hiv hcv,0,19.4091
hmvp2 cells,0,19.4091
homozygous leptin,0,19.4091
hormonal vitality,0,19.4091
hormone-binding beta-globulin,0,19.4091
hospital hyponutrition,0,19.4091
household dysfunction,0,19.4091
household-based surveys,0,19.4091
housing residents,0,19.4091
hpv status,0,19.4091
hr groups,0,19.4091
hr vhr,0,19.4091
hsc trans-differentiation,0,19.4091
hsct recipients,0,19.4091
hsl inhibitors,0,19.4091
huh1 cells,0,19.4091
human chondrosarcoma,0,19.4091
human ppat,0,19.4091
hypodense lesions,0,19.4091
hypogonadal testosterone,0,19.4091
hypothalamic inflammation,0,19.4091
hypothalamic neuroendocrine,0,19.4091
i148m genetic,0,19.4091
ia group,0,19.4091
ibc survival,0,19.4091
ibr subtype,0,19.4091
ic complication,0,19.4091
icf categories,0,19.4091
id living,0,19.4091
idiopathic cp,0,19.4091
ifg exposure,0,19.4091
igf biomarkers,0,19.4091
igf-1 polymorphisms,0,19.4091
igf2 gene,1,19.4091
igfbp methylation,0,19.4091
igfbp-3 gene,0,19.4091
igfbp2 gene,1,19.4091
ihd mortality,0,19.4091
iis pathway,0,19.4091
il-6 rs1800796,0,19.4091
ilc cells,0,19.4091
illness absence,0,19.4091
image guidance,0,19.4091
imce cell,0,19.4091
immobilization devices,0,19.4091
immune senescence,0,19.4091
immunity cells,0,19.4091
immunoreactive score,0,19.4091
inampt expression,0,19.4091
inappropriate first-line,0,19.4091
incident acs,0,19.4091
incident asthma,0,19.4091
incident cardiometabolic,0,19.4091
incident congestive,0,19.4091
incident rls,0,19.4091
incident vascular,0,19.4091
index patients,0,19.4091
index screening,0,19.4091
index tumors,0,19.4091
indian environment,0,19.4091
indirect hyperbilirubinemia,0,19.4091
individual-level characteristics,0,19.4091
infant formulas,1,19.4091
infarction incidence,0,19.4091
inflammasome priming,0,19.4091
information users,0,19.4091
inhibin b,1,19.4091
inhibitor classes,0,19.4091
inhibitor-refractory reflux,0,19.4091
inland part,0,19.4091
insertion genetic,0,19.4091
insulin ratio,0,19.4091
insulin-induced activation,0,19.4091
intensive nutrition,0,19.4091
intermediate-risk prostate,0,19.4091
intermittent hypoxemia,0,19.4091
interval group,0,19.4091
intra-abdominal relapses,0,19.4091
intractable ulcer,1,19.4091
intraprostatic incision,0,19.4091
intratumoral lep-r,0,19.4091
intratumoral metformin,0,19.4091
intravesical therapy,0,19.4091
intubation times,0,19.4091
inulin-type prebiotics,0,19.4091
invasive colon,0,19.4091
ionophoric antibiotics,0,19.4091
ipd-work consortium,0,19.4091
ipod touch,0,19.4091
ir traits,0,19.4091
iras ffq,0,19.4091
irs-1 serine,0,19.4091
irs-2 g1057d,0,19.4091
israeli pcs,0,19.4091
italian breakfast,0,19.4091
item response,0,19.4091
iv activity,0,19.4091
ivs4-nt40 aa,0,19.4091
j-pouch-anal anastomosis,0,19.4091
japanese brazilians,0,19.4091
jejunal exclusion,0,19.4091
jejunal limb,0,19.4091
jet ventilation,0,19.4091
jewish fpc,0,19.4091
jewish patients,0,19.4091
jewish wwii,0,19.4091
jmj family,0,19.4091
jnk2 mice,0,19.4091
joint compression,0,19.4091
joint impact,0,19.4091
k-akt-mtor pathway,0,19.4091
k562 ao2,0,19.4091
kc mice,0,19.4091
kcl group,0,19.4091
ki-67 reduction,0,19.4091
klang valley,0,19.4091
klf proteins,0,19.4091
kras activity,0,19.4091
kras wild-type,0,19.4091
kras-mutant colorectal,0,19.4091
l-carnitine levels,0,19.4091
la bc,0,19.4091
laboratory risk,0,19.4091
lachnospiraceae streptococcaceae,0,19.4091
lacking apoc-iii,0,19.4091
lamellopodium formation,0,19.4091
laparoscopic dissection,0,19.4091
larger breasts,0,19.4091
late period,1,19.4091
latent variables,0,19.4091
later-life diseases,0,19.4091
lateral dog,0,19.4091
lateral ln,0,19.4091
lb weight,0,19.4091
lc n-3,0,19.4091
ldlr expression,0,19.4091
leaf-stem extract,0,19.4091
lean liver,0,19.4091
ledgfp75 antibodies,0,19.4091
left colorectum,0,19.4091
legume grains,0,19.4091
lenti-shs6k1-hela cells,0,19.4091
lep -2548a,0,19.4091
leptin hormone,0,19.4091
leptin-mediated survivin,0,19.4091
leptin-notch axis,0,19.4091
lesion development,0,19.4091
less-rh group,0,19.4091
lethal pca,0,19.4091
leukocyte mtdna,0,19.4091
levonorgestrel iud,0,19.4091
lft panel,0,19.4091
lg group,0,19.4091
lgbt community,0,19.4091
lgbt populations,0,19.4091
lhd expenditures,0,19.4091
libertarian paternalism,0,19.4091
life physical,0,19.4091
lifestyle-related health,0,19.4091
lifetime exercise,0,19.4091
ligand dataset,0,19.4091
ligand entry,0,19.4091
light smoking,0,19.4091
light work,1,19.4091
ligularia fischeri,1,19.4091
limb physical,0,19.4091
lipoprotein alterations,0,19.4091
literacy populations,0,19.4091
live cells,0,19.4091
liver perfusion,1,19.4091
lmw heparin,1,19.4091
ln invasion,0,19.4091
lobe herniation,0,19.4091
long-term fatigue,0,19.4091
long-term progression,0,19.4091
long-term testosterone,0,19.4091
loop gastric,0,19.4091
loss advice,0,19.4091
loss episodes,0,19.4091
low bt,0,19.4091
low case,0,19.4091
low ibl,0,19.4091
low lbm,0,19.4091
low literacy,0,19.4091
low mtdna,0,19.4091
low mvpa,0,19.4091
low-dose ffa,0,19.4091
low-dose warfarin,0,19.4091
low-fat intakes,0,19.4091
low-frequency ges,0,19.4091
low-glycemic load,0,19.4091
low-income women,0,19.4091
low-intermediate risk,0,19.4091
low-level plasma,0,19.4091
lower life,0,19.4091
lowest education,0,19.4091
lowest obesity,0,19.4091
lp group,0,19.4091
lps group,0,19.4091
lt rr,0,19.4091
luteum deficiency,0,19.4091
lxr rxr,0,19.4091
lymph fluid,1,19.4091
lymph-node dissection,0,19.4091
lymphatic impairment,0,19.4091
lymphoma tumor,0,19.4091
lysophosphatidate axis,0,19.4091
lyve-1 expression,0,19.4091
m f,1,19.4091
m2 day,0,19.4091
macrophage immune,0,19.4091
mal distribution,0,19.4091
male ccs,0,19.4091
male non-smokers,0,19.4091
male seafarers,0,19.4091
malignant glands,0,19.4091
malignant melanocytes,0,19.4091
malonyl coa,1,19.4091
mammary growth,0,19.4091
mammographic pattern,0,19.4091
mammographic results,0,19.4091
mammography referral,0,19.4091
mammography-detected breast,0,19.4091
management system,0,19.4091
mantle cell,0,19.4091
mapping exercise,0,19.4091
marin county,0,19.4091
marker proteins,0,19.4091
markers unstable,0,19.4091
massive ascites,0,19.4091
mastectomy weight,0,19.4091
maternal microbiome,0,19.4091
mature age,0,19.4091
mc-38 cells,0,19.4091
mcf-7 her2,0,19.4091
mcf-7ca cells,0,19.4091
mdm2 del1518,0,19.4091
mdm2 gene,1,19.4091
mdr1a mice,0,19.4091
mealtime interactions,0,19.4091
meat nitrite,0,19.4091
median time-to-event,0,19.4091
mediastinal seminoma,1,19.4091
medical maintenance,0,19.4091
meditative movement,0,19.4091
medium-high intensity,0,19.4091
mef cells,0,19.4091
melanesian women,0,19.4091
melanoma skin,1,19.4091
melatonin rhythm,0,19.4091
memory-enhancing effects,0,19.4091
meniscal tears,1,19.4091
met cat,0,19.4091
metabolism-epigenome crosstalk,0,19.4091
metastatic bc,0,19.4091
metastatic burden,0,19.4091
metastatic sites,0,19.4091
metastatic status,0,19.4091
metastatic success,0,19.4091
methadone medical,0,19.4091
methadone patients,0,19.4091
methylation data,0,19.4091
methylation statuses,0,19.4091
metsyn risk,0,19.4091
mevalonate cascade,0,19.4091
mexican mestizo,0,19.4091
mg aspirin,0,19.4091
mh obesity,0,19.4091
mhbc research,0,19.4091
mht nonusers,0,19.4091
microm egcg,0,19.4091
microvascular remodeling,0,19.4091
mid-aged women,0,19.4091
middle tennessee,0,19.4091
mif concentration,0,19.4091
migration assay,1,19.4091
military family,0,19.4091
mindful eating,0,19.4091
mini-gastric bypass,0,19.4091
minor groove,1,19.4091
minority adults,0,19.4091
mir-130b levels,0,19.4091
missing heritability,0,19.4091
mit mutants,0,19.4091
mitochondrial complexes,0,19.4091
mitochondrial homoeostasis,0,19.4091
mitochondrial proteomics,0,19.4091
mixed-land development,0,19.4091
mlps-rh group,0,19.4091
mm mortality,0,19.4091
mmp11 overexpression,0,19.4091
mmtv-pyvt mice,0,19.4091
model foods,0,19.4091
model rats,0,19.4091
moderate pa,0,19.4091
monounsaturated fas,0,19.4091
morbidity grade,0,19.4091
motif phosphorylation,0,19.4091
mpo-positive cell,0,19.4091
mrm mode,0,19.4091
mrna high,0,19.4091
ms onset,0,19.4091
msg-aom mice,0,19.4091
mspa1 polymorphism,0,19.4091
mss colorectal,0,19.4091
mss tumours,0,19.4091
mt dynamic,0,19.4091
mtef4 deletion,0,19.4091
mthfr polymorphisms,0,19.4091
mtor s6,0,19.4091
mts expression,0,19.4091
multi-state disease,0,19.4091
multifocal disease,0,19.4091
multivariable rr,0,19.4091
multivariable-adjusted regression,0,19.4091
murf2 hearts,0,19.4091
muscle radiation,0,19.4091
mushroom polysaccharides,0,19.4091
mutant allele,0,19.4091
mutation assays,0,19.4091
mwl patients,0,19.4091
myeloproliferative neoplasms,0,19.4091
myocardial hypertrophy,1,19.4091
münster heart,0,19.4091
nampt levels,0,19.4091
nampt visfatin,0,19.4091
natural background,0,19.4091
navigation surgery,0,19.4091
nc tracs,0,19.4091
neck radiation,1,19.4091
negative history,0,19.4091
negative ionization,0,19.4091
neighborhood obesogenic,0,19.4091
nelumbo nucifera,1,19.4091
neoadjuvant rt,0,19.4091
neonatal circumcision,0,19.4091
nephelium lappaceum,1,19.4091
network formation,0,19.4091
neu promoter,0,19.4091
neuroblastoma cells,0,19.4091
neurocognitive tests,0,19.4091
neurodegenerative change,0,19.4091
neuronal ar,0,19.4091
neutropenia rates,0,19.4091
new guinea,1,19.4091
nhw people,0,19.4091
nomogram probability,0,19.4091
non-aa men,0,19.4091
non-cancer biliary,0,19.4091
non-cancer endocrine,0,19.4091
non-cancer non-cvd,0,19.4091
non-cvd death,0,19.4091
non-cvd-related mortality,0,19.4091
non-disabled adults,0,19.4091
non-disabled peers,0,19.4091
non-dm cohort,0,19.4091
non-exercise group,0,19.4091
non-familial cancers,0,19.4091
non-glycanated decorin,0,19.4091
non-gprd practices,0,19.4091
non-latino whites,0,19.4091
non-organ-confined disease,0,19.4091
non-risk factors,0,19.4091
non-surgical patients,0,19.4091
non-triple-negative patients,0,19.4091
nonaffected side,0,19.4091
noncancer deaths,0,19.4091
noncardia high-grade,0,19.4091
nonhaemophilia patients,0,19.4091
nonherbal tea,0,19.4091
nonnuclear er,0,19.4091
nonoptimal wc,0,19.4091
nonrecent screening,0,19.4091
normal bf,0,19.4091
normal ef,0,19.4091
normal testosterone,0,19.4091
normative androgen,0,19.4091
northeast india,0,19.4091
nose cells,0,19.4091
nov mice,0,19.4091
novo nafld,0,19.4091
npwt dressing,0,19.4091
nr ptms,0,19.4091
nr4a subfamily,0,19.4091
nrf2-autophagy pathways,0,19.4091
nrk52e cells,0,19.4091
nucks-1 mrna,0,19.4091
nutrition states,0,19.4091
nutrition symbols,0,19.4091
nutritional energy,0,19.4091
nutritional goals,0,19.4091
nutritional property,0,19.4091
oac cell,0,19.4091
oagb rats,0,19.4091
ob ow,0,19.4091
ob-r mrna,0,19.4091
obese female,0,19.4091
obese oletf,0,19.4091
obesity traits,0,19.4091
obesity-associated proteinuria,0,19.4091
obesity-induced p53,0,19.4091
obesity-specific dietary,0,19.4091
obesogenic behaviors,0,19.4091
obesogenic variants,0,19.4091
objective le,0,19.4091
oc group,0,19.4091
oc survivors,0,19.4091
occupational grade,0,19.4091
occupational lifestyle,0,19.4091
occupational noise,1,19.4091
ocscc patients,0,19.4091
ocular aging,0,19.4091
off-treatment crf,0,19.4091
offspring sex,0,19.4091
ogtt auc,0,19.4091
ogtt glucose,0,19.4091
ohio appalachian,0,19.4091
oil supplementation,0,19.4091
older controls,0,19.4091
older lgbt,0,19.4091
omega-3 pufa,1,19.4091
oncogenic stress,0,19.4091
oncology fellowship,0,19.4091
oncology specialists,0,19.4091
online weight-loss,0,19.4091
op group,0,19.4091
open abdomen,0,19.4091
open colon,0,19.4091
operative difficulty,0,19.4091
opposite-sex partnerships,0,19.4091
optimal wc,0,19.4091
organ disease,0,19.4091
organ fat,0,19.4091
origin subgroups,0,19.4091
origin trial,0,19.4091
ork-10 scale,0,19.4091
orphan nrs,0,19.4091
ost pathway,0,19.4091
ot group,0,19.4091
out-of-pocket costs,0,19.4091
outpatient laparoscopic,0,19.4091
ovarian hyperandrogenism,0,19.4091
ovc risk,0,19.4091
over-weight subjects,0,19.4091
oxidative potential,0,19.4091
p i,1,19.4091
p27 alterations,0,19.4091
p53ser46 phosphorylation,0,19.4091
pacific cut-off,0,19.4091
package change,0,19.4091
pain descriptors,0,19.4091
pain sites,0,19.4091
pakistani women,0,19.4091
palmitoylated proteins,0,19.4091
pan metastasis,0,19.4091
panax notoginseng,1,19.4091
panoramic radiographs,0,19.4091
parabiotic zebrafish,0,19.4091
parallel pyrosequencing,0,19.4091
parametrium invasion,0,19.4091
parathyroid adenocarcinoma,1,19.4091
partial gastrectomy,1,19.4091
partner interaction,0,19.4091
passive avoidance,1,19.4091
past mammography,0,19.4091
pathologic progression,0,19.4091
pathological gs,0,19.4091
patient database,0,19.4091
patient movement,0,19.4091
patient navigation,1,19.4091
patient organ,0,19.4091
patient self-efficacy,0,19.4091
pattern score,0,19.4091
pca cell-lines,0,19.4091
pca phenotype,0,19.4091
pce exposure,0,19.4091
pce-contaminated drinking,0,19.4091
pda-based cme,0,19.4091
peak hours,0,19.4091
peptide ldfi,0,19.4091
percentage central,0,19.4091
percentage md,0,19.4091
peri postmenopausal,0,19.4091
peri-tumoral fat,0,19.4091
peripubertal gh,0,19.4091
peritoneal cancers,0,19.4091
peritoneal reflection,0,19.4091
peroxynitrite-derived radicals,0,19.4091
pg mg,0,19.4091
pge-m levels,0,19.4091
pge2 levels,0,19.4091
